active_healthy_thr,auto_baseline,avg_active,avg_conf_gain,avg_mask_nz,avg_new,baseline_every_s,clahe_clip,clahe_tile_h,clahe_tile_w,dead_val,decay_pixel,decay_tile,delta_thresh,ewma_alpha,fps,frames,freeze_margin,global_min_edges,global_min_lap,grid_x,grid_y,healthy_deactivate,hot_val,init_min_score,limit_resolution,max_h,max_w,min_tile_area,ok,persist_mask_thr,persistence_hi,pixel_mask_decay,ratio_contr,ratio_edge,ratio_lap,score,seq_len,start_with_grid,trial,var_thresh,weather_on,yolo_conf,yolo_iou
0.11,1,4.158333333333333,0.041821597268184026,0.0,0.13333333333333333,45.0,2.0,12,12,10,0.95,0.91,15,0.23,3.7389477985617163,120,0.79,0.069,38.2,8,6,20,238,0.7,1,480,800,300,True,0.69,0.64,0.971,0.82,0.63,0.64,-0.053672534699241305,20,0,87,3.42,1,0.38,0.47
0.18,1,3.966666666666667,0.00930942172805468,0.0,0.041666666666666664,60.0,2.0,8,8,12,0.95,0.89,12,0.12,7.93266061488416,120,0.79,0.115,21.1,8,6,20,250,-1.0,0,540,800,300,True,0.7,0.83,0.993,0.76,0.5,0.57,-0.15201195580263932,20,1,88,2.25,0,0.28,0.5
0.12,0,0.0,0.0,0.0,0.0,120.0,-1.0,12,-1,12,0.98,0.98,20,0.2,7.963354768448794,120,0.91,0.036,36.7,8,6,60,238,0.7,0,540,960,300,True,0.7,0.85,0.962,0.63,0.59,0.63,0.0,30,1,89,3.49,0,0.23,0.55
0.2,1,0.16666666666666666,0.000633621650437514,0.0,0.0,60.0,2.5,-1,8,5,0.98,0.96,25,0.13,3.7909131525714703,120,0.86,0.108,24.7,8,6,60,250,0.7,0,800,1280,400,True,0.7,0.79,0.991,0.81,0.6,0.63,-0.008016522508114576,20,1,90,3.24,1,0.21,0.59
0.17,1,0.0,0.0,0.0,0.0,120.0,2.5,12,12,12,0.98,0.96,25,0.2,8.196642896583446,120,0.86,0.055,26.0,8,6,30,238,0.95,0,720,1280,256,True,0.57,0.76,0.934,0.7,0.64,0.58,0.0,30,0,91,1.89,0,0.26,0.51
0.14,0,4.866666666666666,0.005161565293868383,0.0,0.058333333333333334,240.0,-1.0,-1,8,12,0.94,0.89,20,0.1,3.8141856004696,120,0.82,0.035,20.1,8,6,20,238,0.8,0,480,800,300,True,0.7,0.76,0.978,0.68,0.56,0.54,-0.18241921735306574,20,0,92,2.55,1,0.32,0.52
0.23,1,4.375,0.007906501864393551,0.0,0.041666666666666664,45.0,2.5,-1,8,15,0.96,0.92,25,0.22,3.861155818058844,120,0.91,0.054,25.5,8,6,30,240,-1.0,1,800,640,256,True,0.69,0.73,0.985,0.82,0.6,0.53,-0.1731300824011367,20,0,93,2.35,1,0.32,0.47
0.12,1,0.0,0.0,0.0,0.0,45.0,2.5,-1,12,15,0.97,0.95,25,0.13,8.095630505196322,120,0.78,0.034,22.0,8,6,30,238,0.95,1,720,1280,256,True,0.55,0.88,0.932,0.8,0.49,0.56,0.0,40,0,94,3.36,0,0.32,0.47
0.2,1,0.0,0.0,0.0,0.0,240.0,2.5,8,8,10,0.98,0.97,30,0.18,7.9649429915963506,120,0.81,0.028,21.3,8,6,30,250,0.95,0,720,640,256,True,0.57,0.89,0.931,0.75,0.51,0.56,0.0,20,1,95,1.89,0,0.25,0.51
0.16,1,0.16666666666666666,0.0006012710432211558,0.0,0.0,45.0,2.0,-1,12,15,0.99,0.93,15,0.23,3.7274686507970274,120,0.75,0.098,21.9,8,6,50,240,0.95,1,480,1280,600,True,0.73,0.7,0.959,0.65,0.48,0.54,-0.008032697811722755,30,1,96,2.51,1,0.39,0.5
0.24,0,0.0,0.0,0.0,0.0,60.0,-1.0,12,-1,8,0.94,0.98,30,0.09,3.7473952063293807,120,0.79,0.083,37.8,8,6,50,240,0.7,0,480,640,300,True,0.62,0.65,0.935,0.65,0.62,0.57,0.0,20,1,97,2.55,1,0.34,0.53
0.14,1,1.4166666666666667,0.0016046517321632967,0.0,0.075,60.0,2.0,-1,12,8,0.96,0.94,20,0.14,7.615617032555856,120,0.78,0.018,10.8,8,6,30,238,0.9,0,540,960,600,True,0.71,0.85,0.937,0.63,0.61,0.46,0.004968992532748305,40,0,98,2.64,0,0.23,0.54
0.09,1,0.0,0.0,0.0,0.0,60.0,2.5,12,-1,5,0.96,0.9,30,0.15,7.736501392247975,120,0.84,0.093,36.5,8,6,60,240,0.95,1,540,960,400,True,0.53,0.73,0.958,0.64,0.58,0.45,0.0,40,1,99,2.29,0,0.36,0.49
0.15,0,0.0,0.0,0.0,0.0,60.0,2.5,-1,8,15,0.99,0.97,30,0.07,3.792716653577965,120,0.87,0.099,21.2,8,6,20,240,0.8,0,800,1280,300,True,0.6,0.79,0.938,0.86,0.54,0.53,0.0,20,1,100,1.8,1,0.19,0.47
0.12,1,0.0,0.0,0.0,0.0,60.0,2.5,-1,-1,8,0.94,0.94,12,0.11,7.822253266383171,120,0.8,0.08,24.8,8,6,20,250,0.9,0,800,1280,600,True,0.54,0.64,0.978,0.84,0.48,0.5,0.0,20,1,101,3.17,0,0.3,0.46
0.12,0,5.2,0.00935627706348896,0.0,0.05,60.0,2.0,-1,8,5,0.96,0.91,15,0.08,7.644373459081918,120,0.84,0.072,10.5,8,6,50,240,0.7,0,720,1280,300,True,0.52,0.81,0.953,0.82,0.65,0.65,-0.2053218614682555,20,0,102,1.27,0,0.33,0.54
0.14,0,1.9583333333333333,0.005209548440244462,0.0,0.041666666666666664,120.0,2.0,12,8,12,0.97,0.93,20,0.17,3.7862726091110788,120,0.78,0.069,17.4,8,6,60,240,0.9,0,480,640,256,True,0.61,0.84,0.943,0.8,0.47,0.56,-0.05364522577987777,40,0,103,2.03,1,0.29,0.48
0.09,1,4.258333333333334,0.024140236154198646,0.0,0.09166666666666666,120.0,2.0,-1,-1,8,0.95,0.89,25,0.18,3.7568015717829657,120,0.9,0.016,29.7,8,6,30,240,0.7,0,720,1280,300,True,0.7,0.76,0.946,0.74,0.49,0.59,-0.10917988192290067,30,0,104,2.89,1,0.37,0.46
0.14,1,0.0,0.0,0.0,0.0,240.0,2.5,-1,-1,12,0.99,0.96,15,0.12,3.809420155226556,120,0.79,0.062,22.4,8,6,60,245,0.9,1,480,640,256,True,0.54,0.74,0.933,0.91,0.56,0.65,0.0,30,0,105,2.29,1,0.19,0.53
0.24,1,3.7416666666666667,0.010487568957938087,0.0,0.058333333333333334,60.0,-1.0,-1,-1,5,0.95,0.9,20,0.08,3.7718914765905067,120,0.8,0.058,32.1,8,6,60,250,0.8,0,540,960,400,True,0.53,0.71,0.934,0.88,0.55,0.64,-0.12350621552103094,40,0,106,2.88,1,0.29,0.59
0.16,0,2.283333333333333,0.003882074418167273,0.0,0.08333333333333333,120.0,-1.0,12,8,12,0.95,0.88,12,0.24,7.700105975874474,120,0.81,0.091,23.4,8,6,30,250,0.95,0,480,1280,300,True,0.55,0.86,0.981,0.94,0.51,0.54,-0.028892296124249702,40,0,107,2.79,0,0.24,0.5
0.11,0,4.316666666666666,0.019508996523088875,0.0,0.1,60.0,2.0,8,-1,5,0.98,0.9,12,0.05,7.784740008714664,120,0.82,0.023,35.9,8,6,60,250,-1.0,0,480,1280,256,True,0.54,0.65,0.964,0.67,0.51,0.57,-0.10607883507178892,40,0,108,1.28,0,0.35,0.48
0.25,1,0.0,0.0,0.0,0.0,60.0,2.0,8,12,15,0.98,0.92,30,0.11,7.49998357150577,120,0.81,0.04,38.4,8,6,50,238,0.9,1,720,1280,256,True,0.72,0.67,0.996,0.74,0.48,0.6,0.0,20,0,109,3.14,0,0.29,0.46
0.19,0,0.4166666666666667,0.001700679895778497,0.0,0.0,120.0,-1.0,8,12,15,0.97,0.97,15,0.19,3.524908387598197,120,0.77,0.071,19.4,8,6,50,238,-1.0,1,720,800,600,True,0.58,0.73,0.938,0.68,0.55,0.45,-0.019982993385444087,30,0,110,1.96,1,0.23,0.51
0.16,1,0.0,0.0,0.0,0.0,45.0,-1.0,-1,-1,5,0.97,0.97,30,0.13,6.815008184986061,120,0.85,0.018,15.4,8,6,60,240,0.95,0,720,800,600,True,0.58,0.77,0.935,0.95,0.6,0.5,0.0,20,0,111,1.46,0,0.28,0.57
0.18,1,0.0,0.0,0.0,0.0,45.0,2.5,12,12,12,0.98,0.94,30,0.2,7.219599706457503,120,0.84,0.048,37.6,8,6,20,250,0.9,0,800,640,256,True,0.57,0.7,0.994,0.82,0.63,0.62,0.0,20,1,112,1.94,0,0.2,0.52
0.14,0,7.266666666666667,0.007665396357576053,0.0,0.05,45.0,2.5,12,-1,10,0.95,0.89,30,0.12,3.463479850226226,120,0.91,0.079,10.4,8,6,50,250,0.7,1,720,800,400,True,0.55,0.74,0.94,0.65,0.57,0.49,-0.30950063515454534,40,0,113,3.23,1,0.3,0.52
0.2,0,1.6083333333333334,0.004587961671253045,0.0,0.08333333333333333,45.0,2.5,8,8,8,0.95,0.93,30,0.19,3.666697783645921,120,0.83,0.105,27.3,8,6,50,240,0.7,1,540,800,400,True,0.68,0.85,0.968,0.62,0.63,0.6,0.0052106475022931885,20,1,114,2.11,1,0.23,0.58
0.24,0,3.9166666666666665,0.0055412259884178635,0.0,0.2,240.0,-1.0,8,-1,10,0.99,0.92,12,0.14,3.61271960675374,120,0.89,0.101,19.7,8,6,60,238,0.7,0,540,960,256,True,0.51,0.79,0.99,0.73,0.56,0.47,0.006937279660875584,20,0,115,2.14,1,0.18,0.55
0.12,0,0.0,0.0,0.0,0.0,45.0,-1.0,-1,12,5,0.96,0.95,30,0.09,3.8195889839435977,120,0.8,0.032,33.5,8,6,50,250,0.9,1,720,640,600,True,0.72,0.74,0.995,0.95,0.64,0.64,0.0,40,1,116,2.9,1,0.37,0.59
0.2,1,0.0,0.0,0.0,0.0,45.0,2.5,-1,12,8,0.95,0.98,25,0.2,3.659616361446866,120,0.86,0.099,23.9,8,6,50,240,0.7,1,540,800,600,True,0.75,0.83,0.969,0.85,0.59,0.54,0.0,30,0,117,1.94,1,0.28,0.59
0.16,1,6.358333333333333,0.002281413848201434,0.0,0.041666666666666664,45.0,2.5,8,-1,15,0.96,0.9,20,0.22,7.787671666854531,120,0.77,0.046,8.3,8,6,60,245,-1.0,1,720,1280,300,True,0.52,0.81,0.988,0.75,0.52,0.65,-0.2751092930758993,20,0,118,2.17,0,0.37,0.54
0.1,0,0.0,0.0,0.0,0.0,240.0,-1.0,-1,8,10,0.95,0.96,25,0.05,3.6436562384218796,120,0.91,0.031,18.7,8,6,60,245,0.95,0,540,1280,256,True,0.72,0.62,0.942,0.82,0.56,0.51,0.0,30,0,119,1.54,1,0.33,0.52
0.12,0,2.525,0.005296317374126778,0.0,0.11666666666666667,60.0,2.0,8,12,15,0.98,0.93,20,0.19,3.639891683899419,120,0.81,0.037,12.0,8,6,60,240,0.9,0,480,800,600,True,0.55,0.87,0.995,0.74,0.64,0.49,-0.006935174646269937,20,1,120,2.48,1,0.22,0.5
0.1,1,0.0,0.0,0.0,0.0,45.0,-1.0,8,12,8,0.94,0.94,25,0.17,3.7009142973741316,120,0.85,0.101,34.4,8,6,20,245,0.95,1,540,640,256,True,0.67,0.77,0.981,0.65,0.59,0.56,0.0,20,0,121,2.37,1,0.2,0.54
0.23,1,0.0,0.0,0.0,0.0,120.0,-1.0,12,8,10,0.96,0.98,25,0.16,3.701870701501534,120,0.91,0.118,15.2,8,6,30,240,0.9,0,480,640,600,True,0.58,0.82,0.969,0.76,0.62,0.54,0.0,20,0,122,1.46,1,0.39,0.51
0.15,0,0.3333333333333333,0.001859039068222046,0.0,0.016666666666666666,120.0,-1.0,12,12,15,0.94,0.94,12,0.12,7.760862488696195,120,0.9,0.088,23.7,8,6,20,245,0.8,0,720,640,600,True,0.56,0.86,0.952,0.86,0.47,0.49,0.0009295195341110211,20,1,123,2.35,0,0.22,0.52
0.15,1,0.0,0.0,0.0,0.0,60.0,-1.0,12,-1,10,0.97,0.95,15,0.11,7.890094720362283,120,0.8,0.025,25.1,8,6,50,240,0.7,0,540,640,600,True,0.58,0.89,0.96,0.94,0.62,0.6,0.0,20,1,124,1.44,0,0.28,0.56
0.17,1,4.283333333333333,0.009603558678830428,0.0,0.15833333333333333,240.0,-1.0,8,8,15,0.96,0.88,20,0.12,7.992369371238992,120,0.89,0.058,23.6,8,6,60,250,0.8,0,480,960,600,True,0.56,0.74,0.988,0.61,0.55,0.63,-0.05103155399391812,40,0,125,2.54,0,0.19,0.46
0.1,1,1.475,0.004544636151856846,0.0,0.016666666666666666,45.0,2.0,12,-1,5,0.95,0.94,12,0.21,7.922868637487989,120,0.77,0.069,11.4,8,6,60,250,0.9,1,720,960,400,True,0.57,0.76,0.932,0.62,0.61,0.55,-0.05481101525740492,20,1,126,1.95,0,0.36,0.55
0.14,0,0.0,0.0,0.0,0.0,120.0,2.0,-1,8,10,0.95,0.96,20,0.1,7.850037714975477,120,0.85,0.048,23.9,8,6,20,245,-1.0,0,540,640,400,True,0.63,0.89,0.983,0.68,0.59,0.53,0.0,30,0,127,3.36,0,0.31,0.52
0.24,0,3.75,0.006538311837034092,0.0,0.058333333333333334,120.0,2.5,8,8,15,0.97,0.93,30,0.21,3.5739602525151373,120,0.85,0.016,22.5,8,6,60,250,-1.0,0,800,640,400,True,0.6,0.73,0.95,0.64,0.46,0.62,-0.12589751074814964,30,0,128,2.34,1,0.24,0.48
0.18,0,2.6,0.004366196443637212,0.0,0.041666666666666664,45.0,-1.0,8,-1,12,0.95,0.95,25,0.1,7.461056096662474,120,0.8,0.111,21.2,8,6,60,238,0.7,0,800,800,300,True,0.51,0.72,0.992,0.76,0.54,0.65,-0.08615023511151469,20,1,129,1.69,0,0.2,0.58
0.15,1,2.4,0.004851884363840024,0.0,0.1,240.0,-1.0,12,8,10,0.96,0.92,20,0.17,3.260671626996666,120,0.88,0.089,24.3,8,6,20,238,0.7,1,800,800,400,True,0.65,0.88,0.955,0.62,0.65,0.59,-0.01757405781808,40,0,130,3.26,1,0.22,0.46
0.22,0,3.95,0.023660718960066638,0.0,0.11666666666666667,240.0,2.5,12,-1,10,0.98,0.94,25,0.21,3.2397916240437423,120,0.86,0.07,28.0,8,6,20,240,-1.0,1,720,960,300,True,0.65,0.62,0.98,0.81,0.56,0.46,-0.06900297385330002,30,0,131,1.75,1,0.39,0.55
0.11,1,2.808333333333333,0.0050248129914204276,0.0,0.15833333333333333,45.0,2.0,-1,-1,5,0.97,0.92,15,0.08,3.673481711882184,120,0.87,0.052,13.1,8,6,30,250,0.9,0,540,1280,256,True,0.59,0.81,0.954,0.7,0.55,0.48,0.0204290731623769,40,1,132,1.37,1,0.18,0.58
0.12,1,2.0833333333333335,0.003597017849485079,0.0,0.18333333333333332,240.0,2.0,12,-1,12,0.97,0.96,20,0.09,3.407306124536813,120,0.8,0.013,29.3,8,6,50,250,-1.0,0,480,800,300,True,0.52,0.63,0.967,0.68,0.65,0.49,0.08096517559140916,40,1,133,2.65,1,0.19,0.49
0.17,1,0.0,0.0,0.0,0.0,45.0,2.5,12,12,10,0.95,0.96,15,0.09,7.362461278129993,120,0.87,0.112,27.2,8,6,60,250,0.9,0,720,1280,300,True,0.73,0.84,0.959,0.93,0.64,0.48,0.0,30,0,134,3.43,0,0.23,0.57
0.08,1,0.0,0.0,0.0,0.0,45.0,2.0,8,8,10,0.96,0.97,30,0.14,7.602136104623234,120,0.83,0.013,30.9,8,6,30,245,0.8,1,720,640,256,True,0.69,0.84,0.959,0.82,0.52,0.48,0.0,20,0,135,1.56,0,0.24,0.47
0.11,1,2.8333333333333335,0.0032347826804551816,0.0,0.08333333333333333,240.0,2.0,12,-1,12,0.98,0.93,20,0.25,7.821059884716721,120,0.89,0.026,10.0,8,6,60,250,0.7,0,720,1280,256,True,0.64,0.89,0.954,0.88,0.47,0.61,-0.05671594199310574,20,1,136,2.26,0,0.21,0.54
0.21,1,0.0,0.0,0.0,0.0,240.0,2.0,8,-1,8,0.98,0.98,12,0.22,7.934139685405977,120,0.85,0.015,15.8,8,6,30,245,0.7,0,800,800,400,True,0.7,0.88,0.98,0.92,0.58,0.61,0.0,30,1,137,3.0,0,0.38,0.48
0.12,0,1.375,0.003876269153422779,0.0,0.016666666666666666,45.0,-1.0,-1,12,12,0.97,0.92,25,0.09,3.6276226121161397,120,0.77,0.037,27.8,8,6,50,245,0.9,0,540,640,300,True,0.56,0.71,0.97,0.78,0.62,0.64,-0.05014519875662194,30,1,138,2.92,1,0.28,0.54
0.21,0,0.0,0.0,0.0,0.0,45.0,2.5,8,8,5,0.98,0.97,15,0.08,8.015849489540248,120,0.84,0.011,35.2,8,6,30,245,0.8,1,800,1280,256,True,0.75,0.68,0.967,0.6,0.47,0.55,0.0,20,0,139,2.57,0,0.21,0.57
0.25,1,0.0,0.0,0.0,0.0,120.0,2.5,8,-1,15,0.97,0.97,12,0.22,3.7107910768578387,120,0.91,0.054,32.9,8,6,50,240,0.9,0,800,800,600,True,0.61,0.65,0.995,0.89,0.57,0.61,0.0,40,1,140,2.05,1,0.29,0.48
0.08,0,1.7333333333333334,0.0061120837823384335,0.0,0.041666666666666664,45.0,2.0,12,12,10,0.96,0.92,25,0.12,7.920498736200147,120,0.78,0.077,10.1,8,6,50,240,0.95,1,540,1280,300,True,0.72,0.8,0.966,0.73,0.45,0.57,-0.041943958108830795,20,0,141,2.74,0,0.23,0.53
0.23,0,2.875,0.0065490187042289314,0.0,0.05,240.0,-1.0,8,-1,12,0.96,0.92,20,0.21,3.740328209184587,120,0.77,0.036,24.5,8,6,20,250,0.8,0,720,960,300,True,0.62,0.86,0.984,0.62,0.58,0.46,-0.09047549064788553,30,0,142,3.11,1,0.27,0.58
0.15,1,1.6,0.0029436140590243867,0.0,0.08333333333333333,60.0,-1.0,8,12,12,0.94,0.93,25,0.24,7.633888800253607,120,0.9,0.052,32.0,8,6,60,250,-1.0,1,540,640,600,True,0.56,0.77,0.952,0.93,0.58,0.47,0.00480514036284553,40,1,143,3.07,0,0.19,0.5
0.14,1,5.408333333333333,0.004668594803661108,0.0,0.10833333333333334,120.0,2.0,8,-1,10,0.94,0.92,20,0.1,7.993229814682566,120,0.85,0.008,19.2,8,6,20,240,0.7,0,720,800,400,True,0.66,0.64,0.965,0.94,0.58,0.54,-0.1597490359315028,40,1,144,1.35,0,0.21,0.56
0.15,1,3.408333333333333,0.02377503886818886,0.0,0.09166666666666666,120.0,-1.0,-1,-1,12,0.99,0.91,20,0.21,3.751406200210294,120,0.79,0.117,14.1,8,6,60,238,0.8,0,720,800,256,True,0.66,0.87,0.935,0.65,0.49,0.5,-0.06686248056590557,30,0,145,2.71,1,0.38,0.48
0.12,0,0.0,0.0,0.0,0.0,60.0,2.5,12,12,15,0.96,0.95,12,0.14,3.823545527945484,120,0.81,0.07,38.3,8,6,60,240,0.7,1,480,960,600,True,0.66,0.86,0.949,0.73,0.47,0.57,0.0,30,0,146,1.35,1,0.28,0.48
0.12,0,0.7666666666666667,0.003985513622562091,0.0,0.016666666666666666,120.0,2.5,-1,12,12,0.96,0.95,20,0.23,8.13450070451714,120,0.83,0.102,10.2,8,6,50,245,0.9,0,540,640,256,True,0.57,0.87,0.94,0.79,0.56,0.6,-0.019673909855385627,20,1,147,2.66,0,0.27,0.45
0.12,1,1.9916666666666667,0.0027523610740900046,0.0,0.06666666666666667,60.0,2.5,-1,-1,8,0.98,0.93,25,0.15,3.3018893719984495,120,0.87,0.111,19.8,8,6,50,238,0.9,1,800,1280,256,True,0.6,0.66,0.947,0.88,0.56,0.62,-0.031540486129621674,40,1,148,2.84,1,0.25,0.59
0.2,1,7.466666666666667,0.008965032299359639,0.0,0.03333333333333333,240.0,2.0,12,-1,15,0.94,0.9,25,0.09,6.869209497519653,120,0.79,0.036,19.2,8,6,60,240,-1.0,1,480,800,400,True,0.75,0.63,0.986,0.73,0.52,0.55,-0.33551748385032004,30,0,149,2.35,0,0.38,0.51
0.21,0,4.591666666666667,0.007645781710743904,0.0,0.06666666666666667,240.0,2.0,-1,12,12,0.95,0.89,25,0.12,3.4192322602784646,120,0.8,0.023,22.0,8,6,20,240,0.7,0,540,960,300,True,0.67,0.8,0.957,0.63,0.52,0.53,-0.1590937758112947,20,1,150,1.21,1,0.32,0.51
0.2,1,0.0,0.0,0.0,0.0,120.0,-1.0,12,8,5,0.99,0.98,20,0.14,7.372888525062906,120,0.76,0.115,31.5,8,6,30,250,-1.0,1,720,1280,600,True,0.5,0.76,0.963,0.84,0.61,0.64,0.0,40,1,151,3.27,0,0.22,0.59
0.14,1,2.683333333333333,0.014939711491266886,0.0,0.075,60.0,-1.0,-1,8,10,0.94,0.96,30,0.07,3.502152549535414,120,0.76,0.098,19.8,8,6,50,250,-1.0,0,800,640,300,True,0.71,0.68,0.944,0.6,0.52,0.6,-0.05169681092103322,40,1,152,1.88,1,0.36,0.56
0.16,1,0.875,0.003841629003485044,0.0,0.016666666666666666,120.0,2.0,8,12,12,0.98,0.97,12,0.09,7.582498094456936,120,0.83,0.017,16.4,8,6,20,245,0.7,1,800,960,600,True,0.62,0.7,0.982,0.94,0.52,0.61,-0.025162518831590815,20,1,153,2.82,0,0.34,0.53
0.16,1,0.0,0.0,0.0,0.0,240.0,2.0,12,12,8,0.97,0.98,25,0.13,7.214553007067135,120,0.86,0.007,9.1,8,6,30,250,-1.0,0,480,800,256,True,0.74,0.87,0.986,0.8,0.59,0.54,0.0,30,0,154,1.76,0,0.3,0.6
0.15,1,0.3416666666666667,0.005137240389982859,0.0,0.016666666666666666,45.0,2.0,-1,12,8,0.97,0.95,15,0.19,3.46644541464241,120,0.85,0.113,23.0,8,6,50,245,-1.0,0,800,960,256,True,0.58,0.86,0.942,0.77,0.56,0.52,0.002151953528324761,40,0,155,2.91,1,0.33,0.59
0.18,1,0.0,0.0,0.0,0.0,45.0,2.5,-1,8,15,0.95,0.96,20,0.21,3.5655036848624686,120,0.91,0.036,36.4,8,6,50,245,-1.0,0,540,1280,600,True,0.64,0.89,0.974,0.67,0.62,0.53,0.0,30,0,156,1.25,1,0.38,0.45
0.14,1,0.1,0.0005145032579700152,0.0,0.0,45.0,2.5,12,-1,10,0.98,0.97,30,0.2,3.67126119236646,120,0.85,0.104,11.3,8,6,20,240,0.8,1,540,800,300,True,0.71,0.74,0.955,0.68,0.64,0.51,-0.004742748371014993,20,0,157,2.08,1,0.23,0.55
0.12,1,0.0,0.0,0.0,0.0,45.0,2.0,8,-1,15,0.97,0.91,12,0.12,7.744960001122697,120,0.78,0.111,34.0,8,6,20,238,0.95,1,480,800,400,True,0.71,0.82,0.953,0.73,0.62,0.64,0.0,20,1,158,1.89,0,0.37,0.49
0.1,1,0.0,0.0,0.0,0.0,240.0,2.5,12,-1,15,0.96,0.97,20,0.19,7.780263131229697,120,0.79,0.039,29.2,8,6,60,238,0.8,0,720,960,400,True,0.56,0.74,0.958,0.87,0.54,0.51,0.0,30,1,159,1.29,0,0.31,0.55
0.17,0,3.7416666666666667,0.006401872014005979,0.0,0.03333333333333333,120.0,2.5,8,12,8,0.97,0.88,12,0.21,7.770715179126489,120,0.9,0.083,16.8,8,6,60,245,0.9,0,800,640,400,True,0.58,0.62,0.962,0.66,0.48,0.63,-0.15054906399299706,30,1,160,3.09,0,0.33,0.54
0.24,1,0.0,0.0,0.0,0.0,120.0,2.5,-1,8,5,0.97,0.96,25,0.1,7.866971046321187,120,0.77,0.093,24.9,8,6,50,245,0.95,1,720,800,600,True,0.63,0.61,0.995,0.81,0.53,0.45,0.0,20,1,161,1.44,0,0.36,0.57
0.1,1,0.0,0.0,0.0,0.0,120.0,2.0,12,-1,8,0.97,0.97,15,0.19,3.4440403811153075,120,0.88,0.032,30.5,8,6,20,250,0.7,0,480,640,256,True,0.61,0.63,0.973,0.73,0.64,0.5,0.0,40,1,162,3.47,1,0.23,0.58
0.1,1,0.0,0.0,0.0,0.0,45.0,-1.0,12,12,15,0.99,0.93,30,0.05,7.534437599519656,120,0.77,0.111,20.9,8,6,20,240,0.95,0,480,800,600,True,0.53,0.89,0.937,0.64,0.49,0.48,0.0,30,0,163,2.25,0,0.32,0.59
0.2,0,7.525,0.00607351337869962,0.0,0.025,60.0,2.5,-1,-1,10,0.95,0.93,15,0.1,3.629223523811913,120,0.76,0.043,9.2,8,6,30,250,-1.0,1,540,640,600,True,0.69,0.63,0.981,0.64,0.62,0.54,-0.3482132433106501,30,0,164,2.69,1,0.3,0.57
0.1,1,0.0,0.0,0.0,0.0,45.0,2.5,-1,12,10,0.98,0.97,12,0.11,7.992953472703878,120,0.83,0.071,21.5,8,6,20,250,0.95,0,720,960,400,True,0.63,0.74,0.995,0.67,0.61,0.61,0.0,30,0,165,1.52,0,0.37,0.58
0.12,0,0.9083333333333333,0.005360961705446243,0.0,0.008333333333333333,120.0,2.0,8,8,8,0.98,0.96,30,0.15,8.160743184745977,120,0.84,0.093,11.8,8,6,60,238,0.7,1,720,1280,600,True,0.73,0.81,0.996,0.8,0.65,0.52,-0.03440285248061022,20,0,166,2.9,0,0.33,0.46
0.2,1,2.8,0.01107041815088855,0.0,0.075,120.0,2.5,-1,-1,5,0.95,0.89,20,0.18,3.763737509911736,120,0.82,0.074,40.0,8,6,60,240,0.8,0,720,640,300,True,0.67,0.86,0.937,0.9,0.62,0.61,-0.05946479092455572,20,1,167,2.93,1,0.3,0.56
0.13,0,0.0,0.0,0.0,0.0,240.0,2.5,-1,12,10,0.95,0.96,25,0.12,8.14852976874702,120,0.82,0.061,32.3,8,6,30,245,-1.0,1,720,960,300,True,0.72,0.75,0.964,0.69,0.58,0.57,0.0,40,0,168,1.26,0,0.33,0.46
0.22,0,0.0,0.0,0.0,0.0,45.0,-1.0,-1,8,15,0.95,0.97,30,0.18,3.6575513849159527,120,0.83,0.081,29.0,8,6,30,250,0.8,1,480,640,256,True,0.74,0.82,0.996,0.67,0.55,0.56,0.0,30,1,169,3.38,1,0.27,0.57
0.16,1,2.7666666666666666,0.007136774394247268,0.0,0.058333333333333334,120.0,-1.0,-1,12,15,0.95,0.92,20,0.12,3.7233364979794255,120,0.9,0.094,13.8,8,6,30,250,0.9,1,720,800,600,True,0.54,0.82,0.984,0.84,0.48,0.55,-0.07643161280287639,30,0,170,1.52,1,0.32,0.5
0.18,1,0.0,0.0,0.0,0.0,240.0,2.0,8,12,12,0.99,0.9,25,0.09,3.761349536095734,120,0.86,0.058,37.2,8,6,30,245,0.9,0,720,640,600,True,0.71,0.76,0.954,0.69,0.64,0.6,0.0,30,0,171,3.44,1,0.3,0.54
0.13,0,0.0,0.0,0.0,0.0,240.0,-1.0,8,8,5,0.94,0.97,15,0.09,7.853187860795202,120,0.87,0.044,12.9,8,6,30,238,-1.0,1,800,640,600,True,0.75,0.81,0.935,0.9,0.59,0.48,0.0,20,0,172,2.93,0,0.24,0.48
0.15,1,4.5,0.007213742844760418,0.0,0.13333333333333333,60.0,-1.0,8,8,10,0.99,0.93,20,0.17,7.79547620080167,120,0.78,0.056,20.4,8,6,30,240,-1.0,1,540,960,400,True,0.63,0.67,0.977,0.79,0.53,0.48,-0.08805979524428648,30,0,173,3.36,0,0.23,0.51
0.11,0,4.791666666666667,0.014974240793122184,0.0,0.05,120.0,2.5,8,-1,15,0.95,0.89,25,0.12,7.9030760676077305,120,0.86,0.094,22.7,8,6,60,250,0.8,0,800,640,300,True,0.66,0.61,0.959,0.94,0.62,0.52,-0.1820962129367722,30,0,174,2.15,0,0.29,0.53
0.2,0,0.0,0.0,0.0,0.0,45.0,2.0,-1,-1,12,0.96,0.97,25,0.18,7.908583103916511,120,0.84,0.04,21.0,8,6,60,240,0.7,0,540,1280,400,True,0.58,0.72,0.956,0.79,0.62,0.52,0.0,40,1,175,2.74,0,0.34,0.56
