active_healthy_thr,auto_baseline,avg_active,avg_conf_gain,avg_mask_nz,avg_new,baseline_every_s,clahe_clip,clahe_tile_h,clahe_tile_w,dead_val,decay_pixel,decay_tile,delta_thresh,ewma_alpha,fps,frames,freeze_margin,global_min_edges,global_min_lap,grid_x,grid_y,healthy_deactivate,hot_val,init_min_score,limit_resolution,max_h,max_w,min_tile_area,ok,persist_mask_thr,persistence_hi,pixel_mask_decay,ratio_contr,ratio_edge,ratio_lap,score,seq_len,start_with_grid,trial,var_thresh,weather_on,yolo_conf,yolo_iou
0.18,1,2.85,0.0028102444691790475,0.0,0.05,120.0,2.0,12,-1,10,0.97,0.95,12,0.15,7.546559834988094,120,0.76,0.061,9.9,8,6,30,245,-1.0,1,540,960,256,True,0.75,0.79,0.958,0.69,0.51,0.51,-0.09109487776541053,20,0,11,1.35,0,0.25,0.52
0.18,0,0.0,0.0,0.0,0.0,120.0,2.5,-1,-1,10,0.98,0.94,25,0.11,7.238070492241562,120,0.88,0.027,36.1,8,6,30,240,0.95,0,540,960,300,True,0.53,0.68,0.972,0.85,0.65,0.55,0.0,30,0,12,2.36,0,0.31,0.55
0.19,0,1.0,0.003151437391837438,0.0,0.0,240.0,2.5,12,8,5,0.97,0.94,15,0.19,3.6153100472562225,120,0.89,0.069,16.2,8,6,60,245,0.9,0,540,960,300,True,0.67,0.72,0.952,0.86,0.49,0.48,-0.04842428130408129,40,1,13,2.24,1,0.32,0.46
0.16,1,0.0,0.0,0.0,0.0,120.0,-1.0,8,12,10,0.96,0.97,25,0.08,7.699394518207539,120,0.77,0.083,27.3,8,6,60,245,0.8,1,480,1280,300,True,0.68,0.72,0.969,0.83,0.57,0.57,0.0,30,1,14,2.45,0,0.37,0.55
0.23,1,0.0,0.0,0.0,0.0,120.0,-1.0,8,-1,8,0.97,0.94,15,0.17,7.522144127961635,120,0.92,0.076,37.8,8,6,30,240,0.95,1,720,1280,300,True,0.57,0.64,0.967,0.91,0.64,0.49,0.0,30,1,15,3.33,0,0.21,0.45
0.08,1,3.05,0.019220056798723007,0.0,0.075,120.0,-1.0,8,12,8,0.96,0.94,12,0.12,7.553384910172739,120,0.84,0.048,33.7,8,6,30,245,-1.0,1,720,640,300,True,0.64,0.61,0.94,0.73,0.45,0.45,-0.0678899716006385,40,1,16,1.89,0,0.33,0.49
0.21,1,3.183333333333333,0.00489314395106501,0.0,0.05,120.0,-1.0,12,-1,10,0.98,0.92,25,0.16,3.768985229573669,120,0.83,0.092,17.3,8,6,60,250,-1.0,1,480,960,400,True,0.73,0.86,0.977,0.86,0.62,0.61,-0.10672009469113419,40,0,17,1.92,1,0.22,0.55
0.15,1,3.325,0.005068674559394518,0.0,0.10833333333333334,60.0,-1.0,-1,12,5,0.94,0.88,30,0.06,7.775990338744914,120,0.79,0.085,28.4,8,6,50,240,0.9,0,800,1280,300,True,0.53,0.73,0.954,0.91,0.64,0.5,-0.05538232938696944,30,0,18,3.22,0,0.24,0.48
0.1,1,0.0,0.0,0.0,0.0,240.0,2.0,12,-1,5,0.97,0.97,12,0.06,3.535134511432242,120,0.81,0.116,10.6,8,6,30,245,0.8,1,540,960,600,True,0.67,0.9,0.977,0.93,0.6,0.63,0.0,40,1,19,2.24,1,0.27,0.56
0.1,1,1.9333333333333333,0.01283111750251717,0.0,0.016666666666666666,60.0,-1.0,-1,-1,5,0.99,0.9,20,0.12,7.205888471273785,120,0.9,0.048,29.4,8,6,30,245,0.9,0,720,1280,300,True,0.62,0.68,0.989,0.73,0.47,0.49,-0.07358444124874143,40,1,20,2.63,0,0.29,0.49
0.12,1,0.0,0.0,0.0,0.0,60.0,2.5,12,8,15,0.94,0.98,25,0.2,7.27299357567008,120,0.84,0.117,19.8,8,6,60,245,0.8,0,540,1280,256,True,0.72,0.81,0.957,0.79,0.61,0.63,0.0,20,0,21,1.77,0,0.32,0.53
0.15,0,1.95,0.010596025610963504,0.0,0.041666666666666664,60.0,2.0,8,12,8,0.94,0.89,12,0.07,7.236368726476461,120,0.79,0.005,23.1,8,6,20,240,0.95,0,800,640,300,True,0.65,0.81,0.961,0.62,0.52,0.51,-0.05053532052785158,40,0,22,3.31,0,0.33,0.49
0.08,1,4.275,0.006185019337054756,0.0,0.1,45.0,-1.0,-1,12,10,0.96,0.9,12,0.07,3.6408042159609786,120,0.91,0.083,15.4,8,6,50,250,0.7,0,540,960,256,True,0.62,0.84,0.932,0.82,0.58,0.56,-0.11065749033147258,30,0,23,3.33,1,0.21,0.55
0.15,1,0.4,0.0010381345947583517,0.0,0.0,45.0,2.5,12,-1,10,0.99,0.89,12,0.2,3.6898833814362395,120,0.91,0.067,33.9,8,6,50,238,0.95,1,540,800,300,True,0.65,0.64,0.934,0.63,0.48,0.63,-0.019480932702620826,30,0,24,3.01,1,0.37,0.6
0.16,0,0.0,0.0,0.0,0.0,60.0,-1.0,-1,-1,10,0.96,0.96,12,0.05,3.791377646987776,120,0.81,0.053,39.1,8,6,50,250,0.8,0,540,640,256,True,0.59,0.74,0.943,0.66,0.63,0.52,0.0,30,0,25,2.07,1,0.2,0.48
0.11,0,2.591666666666667,0.007612435892224312,0.0,0.05,240.0,2.0,-1,-1,8,0.98,0.93,25,0.08,7.604627323892653,120,0.85,0.095,13.1,8,6,30,250,-1.0,0,720,1280,600,True,0.58,0.86,0.94,0.67,0.6,0.46,-0.07577711538722118,40,1,26,1.87,0,0.35,0.55
0.12,1,0.0,0.0,0.0,0.0,60.0,2.5,8,-1,5,0.98,0.96,25,0.21,3.5599379245805762,120,0.81,0.017,33.9,8,6,20,240,0.9,0,800,800,400,True,0.58,0.67,0.961,0.76,0.52,0.64,0.0,30,1,27,1.53,1,0.24,0.52
0.19,1,0.0,0.0,0.0,0.0,60.0,2.0,12,-1,10,0.98,0.95,30,0.2,7.476846673865873,120,0.77,0.036,30.1,8,6,20,240,0.9,0,480,960,600,True,0.71,0.86,0.943,0.73,0.49,0.54,0.0,40,1,28,1.62,0,0.38,0.52
0.25,0,0.0,0.0,0.0,0.0,60.0,2.0,12,8,8,0.97,0.97,15,0.15,7.583551792139677,120,0.75,0.071,23.0,8,6,60,238,0.8,0,480,800,256,True,0.6,0.77,0.973,0.85,0.6,0.59,0.0,20,1,29,2.53,0,0.21,0.47
0.22,0,2.7416666666666667,0.005944104947977596,0.0,0.025,120.0,-1.0,-1,8,8,0.98,0.94,15,0.16,7.5614391130357275,120,0.83,0.043,14.3,8,6,20,250,0.7,0,720,1280,256,True,0.56,0.81,0.973,0.83,0.63,0.61,-0.10911128085934457,20,1,30,1.4,0,0.28,0.52
0.18,0,1.5,0.008826653535167376,0.0,0.03333333333333333,240.0,-1.0,-1,-1,5,0.95,0.96,12,0.19,7.4683244646731035,120,0.75,0.064,10.0,8,6,60,238,0.8,1,720,960,600,True,0.56,0.78,0.995,0.76,0.55,0.53,-0.037253339899082985,20,0,31,3.07,0,0.39,0.53
0.15,1,0.0,0.0,0.0,0.0,60.0,-1.0,-1,12,12,0.99,0.97,25,0.1,3.7026669385937465,120,0.84,0.025,12.3,8,6,50,250,0.95,0,800,960,400,True,0.72,0.66,0.946,0.79,0.62,0.52,0.0,20,1,32,2.37,1,0.4,0.5
0.25,1,4.875,0.019664693002899487,0.0,0.06666666666666667,45.0,-1.0,-1,-1,8,0.95,0.93,25,0.24,3.7116707234496675,120,0.9,0.104,19.4,8,6,50,250,-1.0,0,720,1280,256,True,0.52,0.65,0.987,0.62,0.48,0.46,-0.1672509868318835,30,1,33,1.84,1,0.37,0.51
0.17,1,0.3416666666666667,0.0022465046702159776,0.0,0.025,120.0,-1.0,-1,8,8,0.96,0.95,30,0.18,3.6055650966937485,120,0.84,0.088,27.3,8,6,30,245,0.8,1,800,1280,256,True,0.64,0.79,0.941,0.66,0.51,0.64,0.009039919001774652,30,1,34,3.21,1,0.19,0.51
0.17,0,2.783333333333333,0.016714400922258694,0.0,0.058333333333333334,60.0,2.5,8,12,10,0.95,0.95,15,0.11,3.6471376196847682,120,0.86,0.006,11.0,8,6,20,240,0.8,1,800,960,256,True,0.6,0.74,0.938,0.84,0.62,0.63,-0.07247613287220399,20,1,35,2.51,1,0.39,0.57
0.09,0,1.3583333333333334,0.00464295024673144,0.0,0.025,120.0,2.0,12,8,10,0.94,0.9,20,0.09,7.407787326784434,120,0.83,0.039,24.2,8,6,20,240,0.95,1,540,640,256,True,0.68,0.77,0.935,0.71,0.64,0.47,-0.04059519154330094,40,1,36,1.38,0,0.39,0.57
0.15,0,0.0,0.0,0.0,0.0,240.0,2.5,8,-1,10,0.95,0.94,20,0.15,7.483798434020731,120,0.88,0.113,27.1,8,6,60,238,0.8,0,480,800,600,True,0.5,0.85,0.993,0.8,0.65,0.47,0.0,20,0,37,3.45,0,0.29,0.55
0.19,0,4.766666666666667,0.024040511043535336,0.0,0.11666666666666667,60.0,-1.0,8,8,5,0.98,0.89,15,0.19,7.476578672162997,120,0.8,0.088,34.2,8,6,50,238,0.7,1,540,800,300,True,0.62,0.61,0.982,0.89,0.65,0.55,-0.10964641114489905,30,1,38,1.74,0,0.33,0.57
0.24,1,3.8333333333333335,0.003483969428473049,0.0,0.03333333333333333,120.0,-1.0,8,12,5,0.95,0.94,12,0.16,7.449428171873535,120,0.79,0.039,16.2,8,6,20,245,0.7,1,720,640,300,True,0.73,0.67,0.963,0.66,0.63,0.59,-0.15659134861909688,40,0,39,3.5,0,0.32,0.59
0.18,0,2.475,0.018485999231537185,0.0,0.06666666666666667,45.0,2.5,-1,8,10,0.98,0.92,12,0.21,7.552308754321747,120,0.76,0.017,26.1,8,6,50,245,-1.0,0,540,1280,300,True,0.61,0.84,0.934,0.67,0.49,0.49,-0.047840333717564736,30,1,40,2.5,0,0.38,0.52
0.25,0,0.0,0.0,0.0,0.0,45.0,2.5,12,12,10,0.95,0.97,20,0.24,3.527549420099115,120,0.78,0.055,30.2,8,6,60,238,0.9,1,720,960,400,True,0.52,0.86,0.931,0.79,0.58,0.6,0.0,30,0,41,1.77,1,0.26,0.52
0.12,0,0.0,0.0,0.0,0.0,120.0,2.5,12,-1,5,0.96,0.94,15,0.13,7.176272145784681,120,0.87,0.077,28.9,8,6,60,238,0.95,1,800,640,300,True,0.68,0.86,0.966,0.73,0.64,0.55,0.0,40,1,42,3.16,0,0.35,0.58
0.17,0,2.433333333333333,0.010214378063877424,0.0,0.016666666666666666,60.0,2.5,12,-1,12,0.95,0.92,15,0.14,7.2861240477519225,120,0.9,0.09,30.7,8,6,60,240,0.7,0,480,1280,400,True,0.53,0.81,0.973,0.6,0.65,0.46,-0.09989281096806132,30,1,43,2.71,0,0.29,0.45
0.15,0,5.3,0.008481126402815183,0.0,0.03333333333333333,60.0,-1.0,8,12,8,0.96,0.9,12,0.19,7.280750235553417,120,0.87,0.097,15.8,8,6,50,238,0.7,1,720,640,400,True,0.53,0.72,0.965,0.71,0.58,0.49,-0.22742610346525907,20,1,44,2.81,0,0.39,0.46
0.12,0,0.0,0.0,0.0,0.0,240.0,2.0,12,8,15,0.96,0.94,30,0.06,3.647570401963736,120,0.87,0.079,19.9,8,6,60,245,0.95,0,720,800,256,True,0.65,0.87,0.951,0.62,0.49,0.64,0.0,40,0,45,2.79,1,0.31,0.53
0.1,0,0.0,0.0,0.0,0.0,240.0,2.0,12,12,15,0.97,0.97,20,0.16,7.357727687646575,120,0.79,0.106,9.3,8,6,20,245,0.8,0,480,800,600,True,0.71,0.84,0.955,0.63,0.56,0.52,0.0,40,0,46,2.89,0,0.21,0.49
0.16,0,5.666666666666667,0.010365754158960449,0.0,0.075,45.0,2.0,8,8,8,0.96,0.89,25,0.17,7.391053194706405,120,0.84,0.097,11.2,8,6,30,240,0.8,0,480,1280,256,True,0.72,0.65,0.957,0.63,0.52,0.5,-0.2031504562538531,30,1,47,2.08,0,0.25,0.57
0.17,0,0.0,0.0,0.0,0.0,60.0,2.5,8,8,5,0.97,0.97,25,0.12,3.5965719367687474,120,0.9,0.099,39.4,8,6,30,238,0.9,1,720,640,256,True,0.55,0.71,0.995,0.61,0.46,0.48,0.0,30,1,48,2.85,1,0.38,0.46
0.08,1,1.7166666666666666,0.007192385900351735,0.0,0.041666666666666664,120.0,2.5,-1,8,8,0.97,0.91,20,0.06,7.722788912340869,120,0.84,0.029,27.6,8,6,50,238,0.9,1,720,800,600,True,0.7,0.78,0.944,0.64,0.63,0.63,-0.0405704737164908,40,0,49,2.73,0,0.27,0.54
0.18,1,3.1666666666666665,0.006429367057151264,0.0,0.10833333333333334,45.0,2.0,12,-1,12,0.98,0.88,15,0.24,7.7149069639202335,120,0.82,0.093,26.4,8,6,20,245,0.9,1,540,800,256,True,0.64,0.63,0.976,0.76,0.53,0.63,-0.04678531647142437,30,1,50,3.44,0,0.19,0.56
0.16,1,0.35833333333333334,0.0011434396728873253,0.0,0.008333333333333333,240.0,2.5,8,8,10,0.98,0.94,15,0.05,3.7320598663901063,120,0.89,0.042,12.6,8,6,20,250,0.95,0,480,800,600,True,0.55,0.78,0.957,0.71,0.55,0.61,-0.009011613496889673,20,0,51,1.79,1,0.19,0.49
0.24,0,1.6,0.0021008564366234673,0.0,0.016666666666666666,120.0,2.5,-1,8,5,0.96,0.91,15,0.12,3.7032134842824482,120,0.81,0.067,35.2,8,6,20,250,0.9,0,480,960,400,True,0.69,0.76,0.994,0.61,0.6,0.55,-0.062282905115021624,30,0,52,3.08,1,0.29,0.55
0.09,0,4.733333333333333,0.002203402016311884,0.0,0.09166666666666666,240.0,-1.0,12,12,12,0.97,0.94,30,0.09,7.3833063584249174,120,0.89,0.023,11.0,8,6,60,250,0.7,1,540,800,300,True,0.56,0.64,0.94,0.79,0.54,0.51,-0.143898298991844,20,1,53,2.16,0,0.21,0.48
0.23,0,5.008333333333334,0.017429038571814697,0.0,0.06666666666666667,120.0,-1.0,-1,8,8,0.97,0.89,12,0.06,7.567001173395529,120,0.79,0.084,28.5,8,6,20,250,0.7,0,480,640,300,True,0.68,0.63,0.97,0.66,0.47,0.63,-0.17503548071409272,30,0,54,3.1,0,0.28,0.53
0.18,0,0.8833333333333333,0.0018243810472389063,0.0,0.058333333333333334,45.0,-1.0,8,8,15,0.98,0.94,12,0.18,7.755029579854483,120,0.87,0.095,15.7,8,6,20,240,0.9,1,720,800,256,True,0.69,0.89,0.962,0.68,0.55,0.51,0.015078857190286116,30,1,55,3.12,0,0.19,0.49
0.13,0,0.0,0.0,0.0,0.0,120.0,2.5,12,-1,15,0.95,0.97,15,0.09,7.537539175425306,120,0.76,0.031,38.5,8,6,20,240,0.7,1,540,800,600,True,0.68,0.82,0.944,0.67,0.46,0.54,0.0,20,1,56,2.16,0,0.23,0.58
0.16,0,0.0,0.0,0.0,0.0,120.0,-1.0,12,12,15,0.94,0.97,30,0.19,3.6976058943711823,120,0.8,0.042,35.6,8,6,50,245,0.8,0,480,960,256,True,0.69,0.85,0.997,0.67,0.57,0.46,0.0,40,1,57,3.13,1,0.3,0.5
0.22,0,4.375,0.005830550773276224,0.0,0.05,240.0,-1.0,8,8,12,0.99,0.94,12,0.24,3.7686276179096123,120,0.84,0.078,24.7,8,6,20,238,-1.0,1,480,1280,600,True,0.54,0.64,0.938,0.88,0.59,0.6,-0.16583472461336196,40,0,58,1.74,1,0.27,0.5
0.13,1,0.0,0.0,0.0,0.0,60.0,2.0,-1,12,10,0.98,0.93,12,0.1,3.5480750292985057,120,0.8,0.051,30.9,8,6,30,238,0.95,0,720,800,256,True,0.52,0.67,0.967,0.95,0.65,0.62,0.0,20,1,59,3.34,1,0.36,0.48
0.15,0,2.408333333333333,0.0035255875521235996,0.0,0.09166666666666666,240.0,2.0,-1,8,15,0.96,0.97,12,0.12,3.638046507153851,120,0.91,0.028,17.3,8,6,20,238,-1.0,0,480,640,256,True,0.63,0.6,0.931,0.73,0.51,0.6,-0.026987206223938198,20,0,60,1.66,1,0.2,0.48
0.14,0,0.0,0.0,0.0,0.0,240.0,2.5,12,-1,5,0.94,0.88,12,0.13,7.731551146000179,120,0.87,0.052,33.8,8,6,30,245,0.95,1,720,1280,600,True,0.51,0.81,0.952,0.67,0.54,0.62,0.0,30,0,61,1.32,0,0.32,0.53
0.23,0,3.425,0.02245128283070193,0.0,0.09166666666666666,60.0,2.0,8,-1,10,0.98,0.9,15,0.16,7.759643021857257,120,0.78,0.112,29.9,8,6,60,250,-1.0,0,800,800,600,True,0.69,0.79,0.99,0.8,0.46,0.51,-0.0683576919179824,20,0,62,3.08,0,0.34,0.47
0.22,0,2.191666666666667,0.002472519377867381,0.0,0.03333333333333333,240.0,-1.0,12,12,12,0.96,0.95,20,0.19,3.7324193731302504,120,0.87,0.071,17.6,8,6,20,250,0.8,0,540,1280,600,True,0.57,0.62,0.968,0.9,0.49,0.63,-0.07501374031106632,20,1,63,3.29,1,0.31,0.59
0.11,0,3.3333333333333335,0.00701621597011884,0.0,0.03333333333333333,60.0,-1.0,-1,8,10,0.98,0.9,20,0.09,7.569769505283407,120,0.89,0.054,15.2,8,6,20,250,0.9,1,800,800,300,True,0.54,0.71,0.956,0.68,0.55,0.5,-0.1298252253482739,30,0,64,1.28,0,0.28,0.59
0.19,1,1.1583333333333334,0.004741989945371946,0.0,0.025,60.0,2.0,8,12,12,0.99,0.95,20,0.05,3.6922405458280627,120,0.91,0.042,9.4,8,6,30,238,0.9,0,800,1280,300,True,0.52,0.81,0.994,0.61,0.54,0.63,-0.030545671693980692,30,0,65,3.45,1,0.38,0.45
0.14,1,0.0,0.0,0.0,0.0,60.0,2.5,8,12,15,0.95,0.96,30,0.16,3.8128184547036885,120,0.83,0.039,24.1,8,6,20,250,0.95,0,720,960,400,True,0.59,0.65,0.986,0.73,0.51,0.5,0.0,20,1,66,2.32,1,0.23,0.55
0.24,1,4.308333333333334,0.006703603499465517,0.0,0.14166666666666666,45.0,-1.0,-1,8,15,0.96,0.89,15,0.14,3.801950818084967,120,0.75,0.018,27.0,8,6,60,245,0.8,1,540,800,600,True,0.74,0.7,0.936,0.82,0.57,0.59,-0.07039819825026722,30,1,67,2.49,1,0.19,0.54
0.14,1,2.15,0.005285462654299206,0.0,0.08333333333333333,45.0,2.5,-1,8,12,0.95,0.9,30,0.21,8.070215664441125,120,0.9,0.045,30.1,8,6,50,238,0.9,0,720,960,256,True,0.72,0.71,0.984,0.92,0.6,0.61,-0.02152393533951706,20,0,68,1.41,0,0.22,0.52
0.12,0,0.0,0.0,0.0,0.0,120.0,2.5,12,-1,8,0.99,0.97,20,0.12,8.187362893002105,120,0.8,0.061,36.0,8,6,50,250,0.9,1,800,1280,256,True,0.67,0.83,0.945,0.61,0.56,0.46,0.0,40,0,69,1.53,0,0.24,0.55
0.12,1,4.933333333333334,0.0058429961506691235,0.0,0.075,240.0,2.5,12,8,8,0.97,0.9,15,0.2,3.8769196796559866,120,0.76,0.097,23.1,8,6,20,250,0.8,0,540,1280,600,True,0.68,0.77,0.939,0.93,0.63,0.6,-0.16874516859133212,40,0,70,1.36,1,0.23,0.48
0.09,1,0.0,0.0,0.0,0.0,240.0,2.0,-1,-1,10,0.98,0.95,20,0.23,3.7700397492844613,120,0.85,0.027,25.5,8,6,20,245,0.8,0,480,800,256,True,0.73,0.88,0.935,0.88,0.57,0.46,0.0,20,0,71,3.08,1,0.4,0.55
0.15,0,0.275,0.0018731658036510149,0.0,0.008333333333333333,120.0,-1.0,12,8,5,0.99,0.93,12,0.24,7.474770801373596,120,0.82,0.054,18.9,8,6,30,238,0.95,1,800,800,600,True,0.57,0.84,0.99,0.78,0.51,0.5,-0.0044800837648411584,30,1,72,2.19,0,0.2,0.49
0.1,0,0.25,0.001268249936401844,0.0,0.0,60.0,2.5,12,8,15,0.96,0.95,30,0.25,7.460948372743061,120,0.8,0.053,25.2,8,6,30,245,-1.0,1,480,640,600,True,0.5,0.79,0.994,0.66,0.55,0.47,-0.011865875031799079,30,0,73,3.42,0,0.2,0.47
0.24,1,0.0,0.0,0.0,0.0,45.0,-1.0,8,12,15,0.96,0.97,12,0.05,3.674203367104043,120,0.84,0.024,18.2,8,6,60,245,0.8,1,480,1280,300,True,0.66,0.88,0.997,0.72,0.51,0.58,0.0,20,0,74,1.91,1,0.37,0.5
0.15,0,0.0,0.0,0.0,0.0,45.0,2.5,8,8,8,0.97,0.96,12,0.14,3.7252517473119764,120,0.78,0.05,27.9,8,6,30,238,0.7,1,800,640,300,True,0.53,0.78,0.966,0.92,0.54,0.61,0.0,40,1,75,1.38,1,0.29,0.45
0.08,0,0.0,0.0,0.0,0.0,60.0,2.5,8,-1,15,0.94,0.97,20,0.18,7.53683057975242,120,0.92,0.074,14.1,8,6,20,240,0.7,0,480,1280,256,True,0.62,0.79,0.935,0.62,0.58,0.53,0.0,20,0,76,2.17,0,0.39,0.59
0.16,1,0.0,0.0,0.0,0.0,120.0,2.0,-1,12,15,0.94,0.98,12,0.09,7.572647188002406,120,0.77,0.087,39.2,8,6,50,250,-1.0,0,720,960,300,True,0.71,0.64,0.946,0.7,0.48,0.51,0.0,30,0,77,2.23,0,0.28,0.48
0.22,1,1.375,0.002478985716071394,0.0,0.08333333333333333,60.0,-1.0,-1,-1,8,0.98,0.94,25,0.07,7.783775076586792,120,0.83,0.009,11.8,8,6,50,245,0.9,1,720,1280,400,True,0.62,0.77,0.972,0.85,0.47,0.61,0.015822826191369033,40,0,78,1.91,0,0.19,0.5
0.12,0,0.0,0.0,0.0,0.0,45.0,2.5,-1,-1,8,0.94,0.94,30,0.06,3.681090557106586,120,0.85,0.011,28.2,8,6,30,245,0.9,1,540,1280,256,True,0.57,0.88,0.953,0.93,0.54,0.64,0.0,30,0,79,1.62,1,0.37,0.57
0.19,1,8.9,0.01144510634036528,0.0,0.225,120.0,-1.0,-1,-1,8,0.95,0.89,20,0.12,3.731822723953507,120,0.85,0.028,12.8,8,6,20,240,-1.0,0,540,1280,300,True,0.54,0.64,0.983,0.75,0.55,0.6,-0.2142774468298173,40,0,80,2.54,1,0.18,0.48
0.17,0,3.775,0.011247893257273569,0.0,0.075,240.0,2.5,12,-1,5,0.98,0.9,12,0.18,7.694826654440961,120,0.88,0.117,23.7,8,6,30,238,0.8,1,540,960,400,True,0.57,0.69,0.968,0.66,0.61,0.49,-0.10812605337136323,20,1,81,1.28,0,0.32,0.53
0.12,1,5.441666666666666,0.006264761669768227,0.0,0.11666666666666667,60.0,2.0,12,-1,10,0.98,0.89,25,0.14,3.7879919274235783,120,0.78,0.042,20.7,8,6,50,245,0.7,1,540,800,400,True,0.62,0.78,0.977,0.77,0.61,0.46,-0.1522842858317826,20,0,82,1.52,1,0.23,0.53
0.1,0,4.583333333333333,0.00395737708442741,0.0,0.13333333333333333,120.0,2.5,12,-1,12,0.97,0.92,20,0.12,8.04099125736584,120,0.78,0.075,9.6,8,6,30,240,0.8,0,480,640,256,True,0.66,0.78,0.971,0.69,0.57,0.46,-0.09385464479111966,30,0,83,2.74,0,0.21,0.51
0.15,0,0.0,0.0,0.0,0.0,120.0,2.5,-1,12,15,0.94,0.97,25,0.21,8.109882555247028,120,0.9,0.08,14.9,8,6,60,240,0.8,1,800,960,300,True,0.59,0.78,0.948,0.69,0.6,0.65,0.0,30,1,84,2.39,0,0.28,0.47
0.23,0,4.158333333333333,0.029610220880972014,0.0,0.09166666666666666,45.0,2.5,-1,-1,5,0.96,0.88,20,0.13,3.7673716892657403,120,0.75,0.075,36.1,8,6,30,240,0.8,0,540,960,400,True,0.61,0.8,0.943,0.83,0.48,0.52,-0.10144488955951397,30,0,85,2.35,1,0.35,0.57
0.12,1,1.6,0.004583296966221597,0.0,0.041666666666666664,240.0,2.0,8,8,8,0.95,0.88,30,0.17,7.9771221156289815,120,0.82,0.014,34.9,8,6,30,245,0.9,0,720,960,400,True,0.53,0.71,0.957,0.79,0.61,0.48,-0.03604168485022253,30,0,86,2.0,0,0.35,0.46
