active_healthy_thr,auto_baseline,avg_active,avg_conf_gain,avg_mask_nz,avg_new,baseline_every_s,clahe_clip,clahe_tile_h,clahe_tile_w,dead_val,decay_pixel,decay_tile,delta_thresh,ewma_alpha,fps,frames,freeze_margin,global_min_edges,global_min_lap,grid_x,grid_y,healthy_deactivate,hot_val,init_min_score,limit_resolution,max_h,max_w,min_tile_area,ok,persist_mask_thr,persistence_hi,pixel_mask_decay,ratio_contr,ratio_edge,ratio_lap,score,seq_len,start_with_grid,trial,var_thresh,weather_on,yolo_conf,yolo_iou
0.1,1,0.0,0.0,0.0,0.0,45.0,-1.0,-1,-1,5,0.94,0.93,12,0.22,7.3914906183496845,120,0.78,0.034,36.2,8,6,60,240,-1.0,0,720,800,400,True,0.72,0.62,0.994,0.7,0.61,0.61,0.0,30,0,84,1.4,0,0.36,0.46
0.08,0,8.058333333333334,0.010918913243545427,0.0,0.058333333333333334,240.0,2.0,8,-1,15,0.99,0.97,30,0.16,3.70251228308507,120,0.83,0.019,19.0,8,6,50,240,0.7,1,720,640,300,True,0.58,0.82,0.949,0.83,0.47,0.63,-0.33912387671156075,20,0,85,3.39,1,0.34,0.53
0.12,0,0.0,0.0,0.0,0.0,60.0,2.0,8,-1,8,0.97,0.98,30,0.08,7.413435654347132,120,0.84,0.094,28.1,8,6,60,250,-1.0,0,720,640,600,True,0.68,0.74,0.991,0.78,0.6,0.59,0.0,30,1,86,1.24,0,0.18,0.52
0.19,1,0.0,0.0,0.0,0.0,45.0,-1.0,8,8,15,0.98,0.94,30,0.25,7.25419525359695,120,0.92,0.069,23.4,8,6,20,240,0.95,1,800,1280,600,True,0.7,0.64,0.931,0.62,0.58,0.51,0.0,30,1,87,2.2,0,0.34,0.56
0.18,0,2.2416666666666667,0.003988176832596461,0.0,0.025,240.0,-1.0,8,12,5,0.96,0.97,15,0.11,3.6778081069082544,120,0.89,0.056,20.5,8,6,60,245,0.9,0,540,640,256,True,0.53,0.61,0.939,0.63,0.54,0.59,-0.0850892449170351,40,1,88,1.22,1,0.32,0.53
0.09,1,13.525,0.007722482095871656,0.0,0.1,240.0,2.5,-1,-1,10,0.97,0.88,15,0.24,3.6865047989791977,120,0.78,0.07,21.9,8,6,60,250,0.95,0,480,960,300,True,0.52,0.82,0.982,0.69,0.64,0.51,-0.5723887589520641,20,0,89,1.39,1,0.22,0.59
0.2,0,11.5,0.015866808137959907,0.0,0.041666666666666664,240.0,2.0,12,12,12,0.99,0.97,12,0.11,3.699141211447968,120,0.76,0.05,27.3,8,6,50,250,0.7,1,540,640,256,True,0.7,0.68,0.982,0.72,0.5,0.6,-0.5253999292643541,30,0,90,3.24,1,0.33,0.57
0.09,1,0.0,0.0,0.0,0.0,240.0,2.0,8,8,10,0.94,0.96,12,0.05,7.560578144023111,120,0.79,0.038,11.7,8,6,20,238,0.7,1,720,800,300,True,0.67,0.82,0.972,0.62,0.56,0.46,0.0,40,1,91,3.21,0,0.31,0.52
0.12,1,0.0,0.0,0.0,0.0,240.0,2.5,12,12,8,0.95,0.93,12,0.08,7.726300387955649,120,0.76,0.027,15.2,8,6,50,238,0.7,1,800,960,256,True,0.63,0.65,0.968,0.94,0.53,0.52,0.0,20,1,92,3.26,0,0.26,0.55
0.24,0,10.133333333333333,0.015752273611724377,0.0,0.041666666666666664,45.0,2.5,8,12,10,0.94,0.96,25,0.25,3.7844526077569927,120,0.78,0.113,14.5,8,6,20,250,0.7,1,800,1280,600,True,0.52,0.84,0.992,0.86,0.46,0.55,-0.45712386319413784,30,0,93,1.5,1,0.33,0.49
0.18,0,18.566666666666666,0.02231449666122596,0.0,0.09166666666666666,240.0,2.5,12,8,8,0.95,0.88,12,0.15,3.596361515915994,120,0.76,0.059,11.0,8,6,20,238,0.8,0,720,640,300,True,0.74,0.62,0.978,0.65,0.51,0.53,-0.8255094183360543,30,0,94,1.68,1,0.25,0.57
0.16,1,0.0,0.0,0.0,0.0,120.0,2.0,12,-1,15,0.98,0.89,30,0.12,7.423901673177302,120,0.82,0.107,21.1,8,6,20,245,0.9,1,480,960,600,True,0.66,0.89,0.98,0.71,0.62,0.57,0.0,30,1,95,1.69,0,0.38,0.58
0.11,0,18.316666666666666,0.017853935091859768,0.0,0.1,240.0,-1.0,8,12,12,0.98,0.93,25,0.11,3.644908148932342,120,0.88,0.073,18.6,8,6,60,238,0.7,0,720,640,600,True,0.63,0.64,0.969,0.6,0.63,0.53,-0.806906365787404,40,0,96,2.91,1,0.24,0.55
0.19,0,15.391666666666667,0.011632211092445584,0.0,0.06666666666666667,45.0,2.0,8,-1,5,0.96,0.89,15,0.17,3.692755813354085,120,0.88,0.046,25.9,8,6,60,250,0.9,1,540,640,400,True,0.55,0.79,0.979,0.69,0.52,0.49,-0.6971005611204432,30,1,97,3.17,1,0.29,0.55
0.2,1,0.0,0.0,0.0,0.0,45.0,2.5,12,8,5,0.96,0.89,20,0.22,7.645352911560533,120,0.77,0.085,24.5,8,6,60,238,-1.0,0,720,1280,400,True,0.68,0.65,0.995,0.79,0.49,0.64,0.0,40,1,98,2.52,0,0.22,0.52
0.11,0,10.908333333333333,0.00518966351532274,0.0,0.09166666666666666,240.0,2.5,-1,8,10,0.99,0.97,25,0.12,3.7880722665561937,120,0.84,0.111,11.2,8,6,20,250,-1.0,1,800,800,600,True,0.7,0.74,0.952,0.92,0.53,0.56,-0.45115516824233914,20,1,99,2.13,1,0.23,0.57
0.15,0,15.091666666666667,0.008617836435635885,0.0,0.1,240.0,2.5,-1,-1,15,0.94,0.95,25,0.21,3.56960933695823,120,0.81,0.113,18.1,8,6,50,238,-1.0,1,540,640,256,True,0.65,0.74,0.94,0.86,0.53,0.65,-0.650274415115515,30,0,100,1.38,1,0.23,0.56
0.18,0,15.15,0.011801942301293217,0.0,0.16666666666666666,45.0,2.0,12,12,15,0.98,0.91,20,0.08,3.587113352683821,120,0.89,0.013,30.5,8,6,60,245,-1.0,1,720,640,600,True,0.61,0.86,0.974,0.63,0.65,0.49,-0.5849323621826861,20,1,101,1.21,1,0.19,0.57
0.1,0,1.2416666666666667,0.007806243064502877,0.0,0.075,240.0,2.5,12,8,8,0.98,0.97,12,0.18,3.6550052626939395,120,0.78,0.047,25.3,8,6,30,240,0.95,1,720,1280,300,True,0.65,0.63,0.988,0.79,0.52,0.49,0.016819788198918103,40,0,102,1.44,1,0.25,0.55
0.25,1,0.0,0.0,0.0,0.0,240.0,2.5,8,12,15,0.98,0.88,25,0.09,7.509634001852893,120,0.86,0.088,25.7,8,6,50,240,0.8,0,480,960,600,True,0.7,0.65,0.93,0.7,0.64,0.5,0.0,20,0,103,1.61,0,0.32,0.51
0.09,0,13.858333333333333,0.00873411190178659,0.0,0.03333333333333333,240.0,2.0,8,-1,5,0.97,0.91,25,0.11,3.775280801787281,120,0.79,0.079,32.0,8,6,30,250,0.9,1,800,640,300,True,0.53,0.77,0.982,0.66,0.47,0.59,-0.6552162773824407,20,0,104,3.49,1,0.39,0.58
0.11,0,16.741666666666667,0.010402354349692663,0.0,0.05,45.0,-1.0,-1,8,8,0.98,0.94,12,0.09,3.7150911427871374,120,0.77,0.069,16.8,8,6,50,245,0.7,1,800,960,400,True,0.68,0.74,0.973,0.88,0.54,0.59,-0.7818821561584873,30,0,105,2.52,1,0.36,0.46
0.18,0,18.9,0.009927124550773037,0.0,0.05,60.0,2.5,-1,-1,15,0.98,0.9,12,0.11,3.686715017917266,120,0.92,0.065,26.4,8,6,30,250,0.7,0,720,800,256,True,0.7,0.84,0.984,0.71,0.58,0.62,-0.890036437724614,30,1,106,1.91,1,0.26,0.55
0.2,1,0.0,0.0,0.0,0.0,120.0,2.0,12,-1,10,0.96,0.9,25,0.12,7.829637032370094,120,0.86,0.089,31.4,8,6,60,240,0.7,0,720,640,400,True,0.71,0.89,0.948,0.86,0.63,0.59,0.0,20,0,107,1.44,0,0.35,0.5
0.08,0,20.241666666666667,0.017165084638529348,0.0,0.09166666666666666,60.0,-1.0,12,8,15,0.96,0.88,25,0.14,3.657369566561543,120,0.92,0.069,20.7,8,6,50,238,0.8,0,800,800,600,True,0.6,0.73,0.952,0.89,0.46,0.56,-0.9118341243474025,40,1,108,1.51,1,0.28,0.56
0.16,1,0.0,0.0,0.0,0.0,60.0,2.0,-1,12,12,0.96,0.89,15,0.2,7.880428581073287,120,0.86,0.083,31.5,8,6,60,245,0.7,1,540,960,256,True,0.58,0.88,0.97,0.61,0.53,0.57,0.0,20,0,109,2.79,0,0.35,0.58
0.11,0,17.875,0.01367534359710084,0.0,0.016666666666666666,60.0,2.0,8,-1,5,0.98,0.88,25,0.11,3.7053655189901606,120,0.84,0.076,31.1,8,6,30,240,0.7,0,540,1280,600,True,0.62,0.86,0.956,0.63,0.5,0.47,-0.8702456615347833,30,0,110,1.84,1,0.3,0.54
0.08,1,13.691666666666666,0.006567636339200867,0.0,0.058333333333333334,60.0,2.5,8,12,15,0.95,0.91,20,0.2,3.75637362891441,120,0.81,0.116,37.6,8,6,50,238,0.9,1,720,960,600,True,0.67,0.61,0.991,0.91,0.53,0.62,-0.6229661818303984,20,0,111,2.17,1,0.27,0.54
0.24,1,10.333333333333334,0.004732274694870862,0.0,0.06666666666666667,60.0,-1.0,12,-1,5,0.96,0.96,15,0.23,3.741311714309382,120,0.87,0.009,32.9,8,6,50,240,0.8,0,540,1280,256,True,0.68,0.82,0.967,0.94,0.62,0.51,-0.4476338626525647,30,0,112,2.71,1,0.19,0.6
0.1,0,0.0,0.0,0.0,0.0,45.0,2.0,8,-1,12,0.98,0.91,15,0.17,7.733104323352096,120,0.81,0.087,20.3,8,6,50,238,0.8,1,480,800,600,True,0.5,0.61,0.946,0.85,0.55,0.5,0.0,20,1,113,1.84,0,0.22,0.51
0.14,0,22.941666666666666,0.02865728895283408,0.0,0.08333333333333333,120.0,2.0,8,12,5,0.97,0.89,12,0.12,3.6980704367729316,120,0.79,0.065,25.0,8,6,60,245,-1.0,1,480,640,600,True,0.69,0.61,0.978,0.92,0.65,0.58,-1.0494213555235807,20,0,114,2.61,1,0.37,0.54
0.18,1,0.0,0.0,0.0,0.0,60.0,2.5,-1,12,12,0.96,0.93,30,0.13,7.6413369524321775,120,0.9,0.03,34.8,8,6,30,238,0.9,1,720,1280,600,True,0.72,0.85,0.972,0.8,0.45,0.49,0.0,20,0,115,2.73,0,0.33,0.54
0.22,1,0.0,0.0,0.0,0.0,240.0,-1.0,12,-1,15,0.94,0.98,30,0.09,3.73809024066356,120,0.77,0.065,27.7,8,6,30,238,0.95,1,540,960,256,True,0.7,0.62,0.978,0.68,0.56,0.64,0.0,30,1,116,3.4,1,0.22,0.51
0.11,0,10.475,0.023722986152602564,0.0,0.075,240.0,2.5,12,12,15,0.98,0.94,20,0.17,3.537530607282818,120,0.89,0.071,24.0,8,6,30,240,0.9,1,540,960,256,True,0.55,0.82,0.965,0.63,0.57,0.56,-0.43688850692369924,20,0,117,3.42,1,0.34,0.59
0.23,0,3.1,0.009240382723510266,0.0,0.03333333333333333,45.0,-1.0,-1,12,5,0.97,0.97,25,0.13,3.5657979912426927,120,0.9,0.117,36.3,8,6,20,245,0.9,1,800,640,256,True,0.7,0.73,0.986,0.77,0.51,0.59,-0.11704647530491162,30,0,118,2.73,1,0.37,0.6
0.13,1,0.0,0.0,0.0,0.0,60.0,2.0,-1,8,10,0.98,0.9,15,0.07,7.673106661563016,120,0.79,0.061,18.3,8,6,20,245,-1.0,0,720,640,300,True,0.56,0.84,0.944,0.6,0.57,0.65,0.0,20,1,119,2.29,0,0.3,0.57
0.12,1,13.675,0.009150231832431426,0.0,0.041666666666666664,60.0,2.5,8,12,10,0.94,0.93,30,0.1,3.7120647772371633,120,0.82,0.109,22.5,8,6,20,238,0.7,0,720,640,256,True,0.68,0.89,0.957,0.92,0.47,0.58,-0.6375082174171184,30,1,120,2.18,1,0.26,0.53
0.11,1,0.0,0.0,0.0,0.0,240.0,-1.0,8,8,5,0.98,0.94,12,0.05,7.723389383079601,120,0.77,0.095,33.1,8,6,60,240,0.8,1,720,1280,256,True,0.61,0.64,0.968,0.91,0.62,0.45,0.0,20,0,121,1.55,0,0.36,0.46
0.2,1,0.0,0.0,0.0,0.0,240.0,2.0,12,-1,15,0.97,0.96,25,0.06,7.88621397833526,120,0.79,0.02,10.1,8,6,50,238,0.95,0,540,800,400,True,0.5,0.78,0.959,0.81,0.53,0.45,0.0,20,1,122,2.43,0,0.32,0.53
0.14,1,0.0,0.0,0.0,0.0,45.0,2.5,8,-1,10,0.95,0.92,30,0.16,7.912433032636137,120,0.82,0.08,15.4,8,6,30,245,-1.0,0,800,960,400,True,0.54,0.8,0.943,0.82,0.51,0.58,0.0,20,1,123,2.47,0,0.34,0.45
0.09,1,14.108333333333333,0.01002713190628186,0.0,0.08333333333333333,240.0,2.5,12,12,10,0.97,0.96,25,0.05,3.7730010501463096,120,0.77,0.109,30.4,8,6,30,245,0.7,0,480,800,600,True,0.75,0.63,0.976,0.63,0.46,0.64,-0.6170697673801923,20,1,124,2.27,1,0.19,0.48
0.12,1,0.0,0.0,0.0,0.0,240.0,-1.0,12,-1,15,0.95,0.92,20,0.14,7.22333885544985,120,0.76,0.117,38.6,8,6,60,245,0.9,1,800,960,600,True,0.56,0.8,0.973,0.88,0.55,0.62,0.0,30,1,125,1.69,0,0.26,0.54
0.17,1,18.808333333333334,0.01165578948954741,0.0,0.03333333333333333,45.0,2.0,8,8,5,0.99,0.91,15,0.14,3.597977669635786,120,0.9,0.102,29.6,8,6,60,250,0.8,0,800,800,400,True,0.63,0.78,0.995,0.73,0.52,0.56,-0.9012554385885604,30,1,126,2.77,1,0.31,0.58
0.09,1,0.0,0.0,0.0,0.0,45.0,2.0,8,8,10,0.96,0.89,15,0.05,7.548900854980644,120,0.79,0.108,32.1,8,6,30,238,-1.0,0,800,1280,600,True,0.54,0.75,0.945,0.93,0.51,0.59,0.0,40,1,127,2.37,0,0.25,0.55
0.12,1,11.366666666666667,0.0034762956284814417,0.0,0.05,240.0,-1.0,-1,-1,8,0.98,0.96,12,0.24,3.758332090553169,120,0.8,0.058,36.6,8,6,50,238,0.7,1,720,1280,300,True,0.7,0.76,0.943,0.89,0.48,0.57,-0.5165951855190933,20,1,128,1.53,1,0.26,0.48
0.15,0,20.25,0.012119104920162094,0.0,0.03333333333333333,60.0,-1.0,-1,-1,10,0.96,0.91,12,0.06,3.775325685812562,120,0.9,0.055,13.4,8,6,60,238,0.8,1,480,800,600,True,0.62,0.75,0.963,0.91,0.57,0.63,-0.9731071142065851,30,1,129,2.2,1,0.29,0.57
0.24,1,6.825,0.00887854699459341,0.0,0.05,45.0,2.5,12,12,5,0.97,0.95,12,0.12,3.825866227604678,120,0.76,0.102,9.0,8,6,20,240,0.95,0,480,800,600,True,0.74,0.75,0.98,0.77,0.48,0.64,-0.2868107265027032,30,0,130,2.06,1,0.29,0.56
0.17,1,9.9,0.007410248253080582,0.0,0.058333333333333334,240.0,2.0,8,8,12,0.95,0.95,25,0.15,3.785790855450451,120,0.8,0.107,16.0,8,6,30,245,0.9,1,800,800,600,True,0.62,0.87,0.974,0.94,0.55,0.46,-0.4329615425401259,20,1,131,1.88,1,0.26,0.49
0.16,1,0.0,0.0,0.0,0.0,45.0,2.0,-1,-1,15,0.94,0.97,15,0.17,7.697598908001426,120,0.77,0.08,30.9,8,6,30,245,0.95,1,540,1280,400,True,0.51,0.87,0.93,0.82,0.53,0.49,0.0,40,1,132,2.54,0,0.38,0.46
0.22,0,0.0,0.0,0.0,0.0,120.0,2.5,-1,12,8,0.96,0.89,30,0.21,7.480220384183013,120,0.76,0.07,9.5,8,6,60,240,0.9,0,800,640,600,True,0.75,0.73,0.977,0.91,0.63,0.55,0.0,20,1,133,2.83,0,0.34,0.59
0.1,0,18.716666666666665,0.020116745446705154,0.0,0.13333333333333333,120.0,2.5,12,12,10,0.95,0.91,30,0.13,3.6270024336079594,120,0.75,0.086,14.4,8,6,30,240,0.7,1,800,1280,300,True,0.51,0.79,0.987,0.7,0.61,0.56,-0.7924416272766479,20,0,134,1.62,1,0.24,0.58
0.09,0,13.433333333333334,0.01997601207759645,0.0,0.05,45.0,2.0,12,8,12,0.94,0.92,30,0.24,3.6770904078599167,120,0.88,0.092,33.4,8,6,20,245,0.9,0,800,960,400,True,0.61,0.75,0.94,0.74,0.47,0.54,-0.611678660627869,40,0,135,3.29,1,0.36,0.57
0.23,0,11.633333333333333,0.007820587853590648,0.0,0.025,60.0,-1.0,12,-1,5,0.96,0.95,20,0.19,3.7034968187356454,120,0.85,0.06,27.3,8,6,50,238,0.8,0,540,800,256,True,0.74,0.84,0.931,0.93,0.62,0.45,-0.5527563727398711,20,0,136,2.98,1,0.3,0.59
0.12,0,0.0,0.0,0.0,0.0,45.0,-1.0,12,-1,5,0.94,0.96,20,0.19,7.762594953145952,120,0.92,0.106,19.0,8,6,60,238,0.9,1,800,640,400,True,0.54,0.64,0.969,0.65,0.61,0.63,0.0,40,0,137,2.41,0,0.25,0.46
0.2,1,0.0,0.0,0.0,0.0,60.0,2.0,12,12,5,0.98,0.89,25,0.16,7.825816980456156,120,0.77,0.086,36.2,8,6,30,245,-1.0,1,540,960,256,True,0.59,0.66,0.95,0.73,0.5,0.48,0.0,40,0,138,2.72,0,0.22,0.52
0.2,0,22.525,0.01165822533269723,0.0,0.10833333333333334,120.0,2.5,-1,8,12,0.97,0.88,20,0.13,3.754872408495495,120,0.92,0.019,11.9,8,6,50,250,0.7,1,800,640,256,True,0.72,0.64,0.945,0.92,0.46,0.62,-1.0120875540003158,30,1,139,1.81,1,0.26,0.51
0.25,0,0.0,0.0,0.0,0.0,240.0,2.0,-1,12,10,0.99,0.95,30,0.11,7.825254252189907,120,0.83,0.066,11.0,8,6,20,238,0.7,0,480,1280,256,True,0.62,0.9,0.984,0.84,0.61,0.5,0.0,40,1,140,2.02,0,0.22,0.47
0.12,1,17.916666666666668,0.042709243877066504,0.0,0.125,120.0,2.0,12,8,12,0.96,0.88,30,0.12,3.655431817062704,120,0.82,0.12,14.3,8,6,60,240,0.9,1,800,1280,300,True,0.72,0.69,0.942,0.72,0.59,0.56,-0.7494787113948006,20,0,141,3.25,1,0.36,0.5
0.24,0,19.283333333333335,0.020090935466190177,0.0,0.11666666666666667,60.0,2.0,12,12,8,0.95,0.89,15,0.18,3.6572288763854464,120,0.84,0.059,8.1,8,6,30,240,0.7,1,800,1280,600,True,0.74,0.81,0.944,0.76,0.57,0.55,-0.8374545322669051,40,1,142,2.69,1,0.23,0.59
0.15,0,13.625,0.004946774167733059,0.0,0.08333333333333333,120.0,2.5,8,8,5,0.99,0.9,15,0.07,3.69832961407302,120,0.79,0.102,33.0,8,6,60,245,0.95,0,480,1280,300,True,0.54,0.64,0.978,0.7,0.64,0.63,-0.5954432795828007,30,1,143,1.84,1,0.2,0.49
0.1,0,0.0,0.0,0.0,0.0,45.0,2.0,-1,12,12,0.97,0.93,30,0.14,7.802839960915454,120,0.9,0.017,26.0,8,6,60,245,0.9,1,720,960,600,True,0.66,0.77,0.941,0.63,0.61,0.54,0.0,40,1,144,1.28,0,0.32,0.56
0.12,0,12.758333333333333,0.013024441421859797,0.0,0.03333333333333333,240.0,2.0,-1,12,10,0.96,0.91,30,0.05,3.7959607503420667,120,0.84,0.012,34.6,8,6,60,238,0.95,1,800,800,600,True,0.68,0.62,0.971,0.91,0.55,0.59,-0.5980711126224036,40,0,145,3.35,1,0.33,0.47
0.15,0,11.191666666666666,0.012686524035202136,0.0,0.14166666666666666,60.0,-1.0,12,8,5,0.97,0.95,15,0.2,3.7782613780646415,120,0.87,0.053,34.2,8,6,60,245,0.7,1,480,800,256,True,0.71,0.83,0.978,0.75,0.53,0.52,-0.4115734046490656,20,0,146,1.27,1,0.24,0.45
0.21,1,20.25,0.03119689871867498,0.0,0.06666666666666667,60.0,2.0,8,12,5,0.98,0.9,12,0.09,3.682221694224349,120,0.91,0.036,11.9,8,6,50,238,-1.0,0,540,640,300,True,0.72,0.77,0.945,0.86,0.47,0.58,-0.9302348839739966,30,1,147,3.06,1,0.4,0.58
0.25,0,13.425,0.005582833745413357,0.0,0.05,240.0,-1.0,12,-1,8,0.98,0.89,12,0.12,3.6706999163964023,120,0.89,0.096,13.9,8,6,50,245,0.95,1,540,960,300,True,0.62,0.61,0.935,0.7,0.54,0.55,-0.6184585831272941,20,1,148,2.93,1,0.27,0.53
0.2,0,16.15,0.007786859199404717,0.0,0.041666666666666664,60.0,2.5,-1,-1,10,0.96,0.9,12,0.16,3.7354793653547467,120,0.82,0.032,22.2,8,6,50,250,0.8,0,480,1280,400,True,0.61,0.89,0.948,0.91,0.61,0.46,-0.7619399037336302,20,0,149,3.47,1,0.35,0.54
0.24,0,0.0,0.0,0.0,0.0,45.0,-1.0,8,12,5,0.96,0.91,15,0.24,7.905142526560716,120,0.9,0.033,28.0,8,6,60,238,0.7,0,720,960,300,True,0.67,0.72,0.94,0.73,0.45,0.62,0.0,20,1,150,1.92,0,0.37,0.52
